"Posição","Nome","Localidade","2017-2018","Unidade","Multiplicador"
"4.1.8.3","Massas","Espírito Santo","3.124","kg/ano per capita",1
"4.1.8.3","Massas","Rio de Janeiro","4.189","kg/ano per capita",1
"4.1.8.3","Massas","São Paulo","3.938","kg/ano per capita",1
"4.1.8.3","Massas","Paraná","4.772","kg/ano per capita",1
"4.1.8.3","Massas","Santa Catarina","5.612","kg/ano per capita",1
"4.1.8.3","Massas","Rio Grande do Sul","4.852","kg/ano per capita",1
"4.1.8.3","Massas","Mato Grosso do Sul","3.473","kg/ano per capita",1
"4.1.8.3","Massas","Mato Grosso","2.671","kg/ano per capita",1
"4.1.8.3","Massas","Goiás","3.174","kg/ano per capita",1
"4.1.8.3","Massas","Distrito Federal","2.603","kg/ano per capita",1
"4.1.9","Frutas","Rondônia","13.930","kg/ano per capita",1
"4.1.9","Frutas","Acre","17.463","kg/ano per capita",1
"4.1.9","Frutas","Amazonas","14.706","kg/ano per capita",1
"4.1.9","Frutas","Roraima","13.511","kg/ano per capita",1
"4.1.9","Frutas","Pará","13.495","kg/ano per capita",1
"4.1.9","Frutas","Amapá","17.667","kg/ano per capita",1
"4.1.9","Frutas","Tocantins","9.640","kg/ano per capita",1
"4.1.9","Frutas","Maranhão","16.528","kg/ano per capita",1
"4.1.9","Frutas","Piauí","28.154","kg/ano per capita",1
"4.1.9","Frutas","Ceará","18.804","kg/ano per capita",1
"4.1.9","Frutas","Rio Grande do Norte","26.528","kg/ano per capita",1
"4.1.9","Frutas","Paraíba","23.348","kg/ano per capita",1
"4.1.9","Frutas","Pernambuco","24.626","kg/ano per capita",1
"4.1.9","Frutas","Alagoas","15.229","kg/ano per capita",1
"4.1.9","Frutas","Sergipe","34.597","kg/ano per capita",1
"4.1.9","Frutas","Bahia","28.845","kg/ano per capita",1
"4.1.9","Frutas","Minas Gerais","28.472","kg/ano per capita",1
"4.1.9","Frutas","Espírito Santo","16.432","kg/ano per capita",1
"4.1.9","Frutas","Rio de Janeiro","20.842","kg/ano per capita",1
"4.1.9","Frutas","São Paulo","32.664","kg/ano per capita",1
"4.1.9","Frutas","Paraná","29.445","kg/ano per capita",1
"4.1.9","Frutas","Santa Catarina","36.887","kg/ano per capita",1
"4.1.9","Frutas","Rio Grande do Sul","31.336","kg/ano per capita",1
"4.1.9","Frutas","Mato Grosso do Sul","26.432","kg/ano per capita",1
"4.1.9","Frutas","Mato Grosso","24.155","kg/ano per capita",1
"4.1.9","Frutas","Goiás","27.460","kg/ano per capita",1
"4.1.9","Frutas","Distrito Federal","30.415","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Rondônia","11.414","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Acre","15.446","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Amazonas","13.538","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Roraima","11.981","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Pará","12.153","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Amapá","15.436","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Tocantins","8.529","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Maranhão","14.817","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Piauí","25.343","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Ceará","16.330","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Rio Grande do Norte","23.267","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Paraíba","20.568","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Pernambuco","21.606","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Alagoas","13.594","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Sergipe","29.941","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Bahia","25.576","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Minas Gerais","24.373","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Espírito Santo","13.947","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Rio de Janeiro","17.617","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","São Paulo","27.840","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Paraná","24.796","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Santa Catarina","29.013","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Rio Grande do Sul","25.839","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Mato Grosso do Sul","23.142","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Mato Grosso","20.968","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Goiás","23.968","kg/ano per capita",1
"4.1.9.1","Frutas de clima tropical","Distrito Federal","26.252","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Rondônia","2.516","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Acre","2.017","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Amazonas","1.168","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Roraima","1.530","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Pará","1.342","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Amapá","2.231","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Tocantins","1.111","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Maranhão","1.711","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Piauí","2.812","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Ceará","2.475","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Rio Grande do Norte","3.261","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Paraíba","2.781","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Pernambuco","3.020","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Alagoas","1.635","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Sergipe","4.656","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Bahia","3.269","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Minas Gerais","4.099","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Espírito Santo","2.485","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Rio de Janeiro","3.226","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","São Paulo","4.823","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Paraná","4.649","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Santa Catarina","7.873","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Rio Grande do Sul","5.497","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Mato Grosso do Sul","3.290","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Mato Grosso","3.187","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Goiás","3.492","kg/ano per capita",1
"4.1.9.2","Frutas de clima temperado","Distrito Federal","4.163","kg/ano per capita",1
"4.1.10","Hortaliças","Rondônia","16.979","kg/ano per capita",1
"4.1.10","Hortaliças","Acre","14.608","kg/ano per capita",1
"4.1.10","Hortaliças","Amazonas","9.809","kg/ano per capita",1
"4.1.10","Hortaliças","Roraima","14.046","kg/ano per capita",1
"4.1.10","Hortaliças","Pará","10.692","kg/ano per capita",1
"4.1.10","Hortaliças","Amapá","17.044","kg/ano per capita",1
"4.1.10","Hortaliças","Tocantins","9.612","kg/ano per capita",1
"4.1.10","Hortaliças","Maranhão","13.306","kg/ano per capita",1
"4.1.10","Hortaliças","Piauí","21.261","kg/ano per capita",1
"4.1.10","Hortaliças","Ceará","13.137","kg/ano per capita",1
"4.1.10","Hortaliças","Rio Grande do Norte","20.296","kg/ano per capita",1
"4.1.10","Hortaliças","Paraíba","17.708","kg/ano per capita",1
"4.1.10","Hortaliças","Pernambuco","25.298","kg/ano per capita",1
"4.1.10","Hortaliças","Alagoas","18.794","kg/ano per capita",1
"4.1.10","Hortaliças","Sergipe","37.171","kg/ano per capita",1
"4.1.10","Hortaliças","Bahia","26.192","kg/ano per capita",1
"4.1.10","Hortaliças","Minas Gerais","27.268","kg/ano per capita",1
"4.1.10","Hortaliças","Espírito Santo","18.694","kg/ano per capita",1
"4.1.10","Hortaliças","Rio de Janeiro","21.840","kg/ano per capita",1
"4.1.10","Hortaliças","São Paulo","25.714","kg/ano per capita",1
"4.1.10","Hortaliças","Paraná","26.100","kg/ano per capita",1
"4.1.10","Hortaliças","Santa Catarina","35.131","kg/ano per capita",1
"4.1.10","Hortaliças","Rio Grande do Sul","34.208","kg/ano per capita",1
"4.1.10","Hortaliças","Mato Grosso do Sul","28.734","kg/ano per capita",1
"4.1.10","Hortaliças","Mato Grosso","22.020","kg/ano per capita",1
"4.1.10","Hortaliças","Goiás","28.734","kg/ano per capita",1
"4.1.10","Hortaliças","Distrito Federal","21.415","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Rondônia","2.314","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Acre","2.486","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Amazonas","0.886","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Roraima","1.246","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Pará","1.163","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Amapá","3.704","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Tocantins","0.819","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Maranhão","1.041","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Piauí","1.932","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Ceará","1.233","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Rio Grande do Norte","1.252","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Paraíba","0.965","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Pernambuco","1.324","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Alagoas","0.695","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Sergipe","2.207","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Bahia","1.834","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Minas Gerais","2.884","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Espírito Santo","1.844","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Rio de Janeiro","2.344","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","São Paulo","3.196","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Paraná","3.316","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Santa Catarina","4.392","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Rio Grande do Sul","4.586","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Mato Grosso do Sul","3.041","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Mato Grosso","2.499","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Goiás","2.658","kg/ano per capita",1
"4.1.10.1","Hortaliças folhosas e florais","Distrito Federal","2.188","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Rondônia","7.590","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Acre","5.559","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Amazonas","5.358","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Roraima","8.364","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Pará","5.810","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Amapá","8.513","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Tocantins","5.470","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Maranhão","8.938","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Piauí","13.926","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Ceará","6.533","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Rio Grande do Norte","8.496","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Paraíba","6.551","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Pernambuco","11.643","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Alagoas","8.121","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Sergipe","18.718","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Bahia","14.032","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Minas Gerais","12.687","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Espírito Santo","8.751","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Rio de Janeiro","8.975","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","São Paulo","12.375","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Paraná","11.234","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Santa Catarina","12.689","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Rio Grande do Sul","13.133","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Mato Grosso do Sul","13.058","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Mato Grosso","9.996","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Goiás","15.169","kg/ano per capita",1
"4.1.10.2","Hortaliças frutosas","Distrito Federal","11.161","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Rondônia","7.075","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Acre","6.563","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Amazonas","3.564","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Roraima","4.436","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Pará","3.719","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Amapá","4.828","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Tocantins","3.323","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Maranhão","3.327","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Piauí","5.404","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Ceará","5.371","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Rio Grande do Norte","10.548","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Paraíba","10.192","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Pernambuco","12.331","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Alagoas","9.978","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Sergipe","16.246","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Bahia","10.326","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Minas Gerais","11.697","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Espírito Santo","8.098","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Rio de Janeiro","10.521","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","São Paulo","10.143","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Paraná","11.550","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Santa Catarina","18.049","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Rio Grande do Sul","16.489","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Mato Grosso do Sul","12.635","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Mato Grosso","9.526","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Goiás","10.906","kg/ano per capita",1
"4.1.10.3","Hortaliças tuberosas e outras","Distrito Federal","8.065","kg/ano per capita",1
"4.1.11","Laticínios","Rondônia","19.695","kg/ano per capita",1
"4.1.11","Laticínios","Acre","22.240","kg/ano per capita",1
"4.1.11","Laticínios","Amazonas","10.167","kg/ano per capita",1
"4.1.11","Laticínios","Roraima","12.366","kg/ano per capita",1
"4.1.11","Laticínios","Pará","11.427","kg/ano per capita",1
"4.1.11","Laticínios","Amapá","11.272","kg/ano per capita",1
"4.1.11","Laticínios","Tocantins","9.214","kg/ano per capita",1
"4.1.11","Laticínios","Maranhão","8.872","kg/ano per capita",1
"4.1.11","Laticínios","Piauí","15.130","kg/ano per capita",1
"4.1.11","Laticínios","Ceará","25.410","kg/ano per capita",1
"4.1.11","Laticínios","Rio Grande do Norte","32.655","kg/ano per capita",1
"4.1.11","Laticínios","Paraíba","22.940","kg/ano per capita",1
"4.1.11","Laticínios","Pernambuco","16.078","kg/ano per capita",1
"4.1.11","Laticínios","Alagoas","10.180","kg/ano per capita",1
"4.1.11","Laticínios","Sergipe","19.274","kg/ano per capita",1
"4.1.11","Laticínios","Bahia","24.308","kg/ano per capita",1
"4.1.11","Laticínios","Minas Gerais","43.073","kg/ano per capita",1
"4.1.11","Laticínios","Espírito Santo","26.421","kg/ano per capita",1
"4.1.11","Laticínios","Rio de Janeiro","27.906","kg/ano per capita",1
"4.1.11","Laticínios","São Paulo","41.335","kg/ano per capita",1
"4.1.11","Laticínios","Paraná","38.111","kg/ano per capita",1
"4.1.11","Laticínios","Santa Catarina","57.100","kg/ano per capita",1
"4.1.11","Laticínios","Rio Grande do Sul","52.946","kg/ano per capita",1
"4.1.11","Laticínios","Mato Grosso do Sul","36.821","kg/ano per capita",1
"4.1.11","Laticínios","Mato Grosso","36.121","kg/ano per capita",1
"4.1.11","Laticínios","Goiás","33.656","kg/ano per capita",1
"4.1.11","Laticínios","Distrito Federal","26.827","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Rondônia","17.008","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Acre","20.088","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Amazonas","7.959","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Roraima","10.510","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Pará","9.525","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Amapá","7.560","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Tocantins","7.944","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Maranhão","7.743","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Piauí","12.986","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Ceará","22.200","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Rio Grande do Norte","27.293","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Paraíba","18.717","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Pernambuco","10.573","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Alagoas","7.991","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Sergipe","15.451","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Bahia","20.524","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Minas Gerais","37.358","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Espírito Santo","22.663","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Rio de Janeiro","21.837","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","São Paulo","34.604","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Paraná","32.160","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Santa Catarina","49.102","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Rio Grande do Sul","45.852","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Mato Grosso do Sul","32.231","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Mato Grosso","32.129","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Goiás","28.761","kg/ano per capita",1
"4.1.11.1","Leite e creme de leite","Distrito Federal","20.908","kg/ano per capita",1
"4.1.11.2","Queijos e requeijão","Rondônia","0.933","kg/ano per capita",1
"4.1.11.2","Queijos e requeijão","Acre","0.452","kg/ano per capita",1
"4.1.11.2","Queijos e requeijão","Amazonas","0.752","kg/ano per capita",1
